INDEX,DESCRIPTION,CATEGORY
4281,I was wearing party dress. Some guys on the street whistled at me.,"Catcalls/Whistles, "
4282,"When I was going to office one man asked me for umbrella sharing, he was so rude and forced for my umbrella sharing.","Others, "
4283,When I was returning my home in bus. One man asked my name after that he commented &quot;you look beautiful moti(fat girl).,"Commenting, "
4284,"I was in micro bus, I realized that I was only girl some men teased me and the conductor came close to my seat. I couldn't do anything so I yelled at them and got off the bus.","Commenting, "
4285,When I was traveling in the bus some teenage boys whistled at me and commented nonsense.,"Catcalls/Whistles, Commenting, "
4286,When I entered inside the college one of my class mate whistled at me.,"Catcalls/Whistles, "
4287,When I was returning from college in bus stop one guy stared at me continuously. It scared me.,"Ogling/Facial Expressions/Staring, "
4288,I was in crowded area someone touched my private part. When I turned back I couldn't find who did it as the place was very crowded.,"Touching /Groping, "
4289,"When I was waiting for my brother in law, some unknown guy asked me to go with him.","Sexual Invites, "
4290,"I was walking alone in the street of Balkumari, Kharibot. Group of boys sitting near by started to sing a song and whistled me.","Catcalls/Whistles, Commenting, "
4291,Me and my friend were sitting in Basantapur. Some unknown guys took our picture.,"Taking pictures/ Distributing pictures, "
4292,"The incident happened in Bhat-Bhateni superstore, I saw a girl aged 20 approx. was being followed by a old age man and he was giving her trouble.","Stalking, "
4293,I was wearing shorts. Some group of boys passed me comment on the basis of what I wore. It was embarrassing and I felt bad.,"Commenting, "
4294,"When I was walking by bhatbateni supermarket. I saw a boy teasing a girl who was passing by him,","Commenting, "
4295,I saw some boys teasing a girl about her make up and outfit. Later they made some inappropriate comments too.,"Commenting, "
4296,When I traveling in the bus a guy touched me in an uncomfortable way. He did this twice and it happened again then I asked him to stop.,"Touching /Groping, "
4297,My friend told me that one old man next to her in the bus who was staring for a quite long time to the girl opposite of them who was wearing shorts and he then touched her in the body in uncomfortable way.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
4298,"When I was traveling by bus we hear a girl screaming when everyone looked back she slapped the boy, she said that he was touching her thigh without her consent. Everyone stared at them and when the matter got serious they went to near by police in Chakrapath.","Touching /Groping, "
4299,"I was traveling in the bus, I saw a girl being touched by a boy in her private parts.","Touching /Groping, "
4300,When I was returning back home in the bus I saw a girl being touched by a man for quite long time. The girl shouted back and everyone in the bus supported her.,"Touching /Groping, "
4301,"When I was traveling in the bus, I saw a man trying to touch a women again and again.","Touching /Groping, "
4302,I saw a girl being harassed by a group of boys. They were staring at her dress then started whistling and teasing the girl as she passed by them. The girl ignored them but they followed her until she met her friend.,"Ogling/Facial Expressions/Staring, Stalking, Commenting, "
4303,"When me and my sister were going home we saw a girl wearing a short skirt was teased by group of boys as well as we saw a boy trying to touch her hand, The girl fought back and slapped the boy.","Commenting, Touching /Groping, "
4304,One of my friend was given a sexual invite as well as touched improperly by her relative. At first she didn't do anything but when the incident took place again she warned her relative for his doings.,"Touching /Groping, Sexual Invites, "
4305,When I was traveling in the bus one man tried touch my body. I was so uncomfortable that I drop off from the bus.,"Touching /Groping, "
4306,"I was waiting for my sister. One of boy across the street seemed like looking at phone, suddenly I saw flash light then I realized that he took my picture.","Taking pictures/ Distributing pictures, "
4307,One woman was standing in the bus she was touched by a boy in uncomfortable manner. When she felt it for many times she slapped the boy.,"Touching /Groping, "
4308,"My friend sister was coming from her office, she said that there was very rough looking man sitting next to a woman was masturbating in the bus as bus didn't have light. At the same time the man touched the women she said don't touch me with fear in her voice.","Indecent exposure, Touching /Groping, "
4309,When I returning my home I saw a man touching a women and she seemed quite uncomfortable with it and wasn't able to speak.,"Touching /Groping, "
4310,I heard the man masturbating next to my place later he came towards my patio. I was so scared that I locked my door.,"Indecent exposure, "
4311,I was crowded area I saw a girl being touched by a guy in her sensitive part.,"Touching /Groping, "
4312,I saw a guy was touching a girl in the bus.,"Touching /Groping, "
4313,When I was going to my college one man continuously stared at me.,"Ogling/Facial Expressions/Staring, "
4314,When I was going in the bus from Ratnapark to Jwalakhel I was touched by a guy in my thigh. I just moved to another sit.,"Touching /Groping, "
4315,It happened to me when I was walking alone a boy teased me with vulgar word.,"Commenting, "
4316,While returning from the college a guy followed and then he asked for my number I didn't gave him still he tried to touch me I cried out loudly then he went away.,"Stalking, Others, "
4317,When I was traveling in the bus some teen aged boy whistled at me as well as commented nonsense.,"Catcalls/Whistles, Commenting, "
4318,"When I was in returning from my college and heading toward Maitighar bus stop. The boy came and asked me way to Thapathali, I showed him the way and started to walk but the guy followed me and asked me personal questions. I walked faster and reached the bus stop where there were lots of people then the guy walked away from there.","Stalking, "
4319,"When I was going to my uncles house, some guys followed me and teased me. I was feeling sad whole day.","Stalking, Commenting, "
4320,"I was purposed by one of the friend when I said no the came to my house and cried every time, It kind off tortured me.","Others, "
4321,"When I was walking to my home a truck passed slowly by my side then a guy inside the truck made weird face,, whistled and commented me &quot;aunt get off the way&quot;","Ogling/Facial Expressions/Staring, Catcalls/Whistles, Commenting, "
4322,In bus one man tried to touch me I felt so uncomfortable. It felt like I am getting negative vibes from them.,"Touching /Groping, "
4323,It was evening time I was returning to my home. A guy in the bus stared at me later when my side by seat got empty he moved to my sit then tried to touch my back. I was so alone in the bus that I couldn't do anything except ignoring.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
4324,I was walking alone in the street and there was a gang of boys who started saying &quot;You're sexy and we know it&quot; ...I was wearing one-piece and they told it..,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
4325,I was going to college in morning one of the guy stared me from top to bottom and commented &quot;hey sexy&quot;.,"Ogling/Facial Expressions/Staring, Commenting, "
4326,When I was coming college by bus an old man sitting opposite to me touched my hand. I asked him not to touch then the people in the as well scolded him.,"Touching /Groping, "
4327,One day when I was traveling in the bus there were group of guy who were teasing a girl as well as one of them tried to touch her. Later they passed comments on me as well then we stopped the bus then we go on.,"Commenting, Touching /Groping, "
4328,I was on bus where an old man touched me and commented me that you are beautiful and asked where are you going dear?,"Commenting, Touching /Groping, "
4329,Me and my friends were in group walking in road just then the boys came in speedy bike. They tried to snatch the chain of my friend. We pulled her away from them.,"Chain Snatching, "
4330,"I was on the bus, my mother was sitting opposite to me. Just then a man sat next to my mom and the man started staring and talked to me and he asked for my number, address. My mother then scolded him.","Ogling/Facial Expressions/Staring, Others, "
4331,Me and my friend were on bus where a guy started to sing a song and he was staring at us continuously. It made us quite uncomfortable then I pretended to speak with my uncle who is police.,"Ogling/Facial Expressions/Staring, "
4332,"When I was going to my college in morning, I felt that someone was following me. When I turned back I saw a guy, I didn't know the intention of the guy and it certainly made me uncomfortable.","Stalking, "
4333,"It was 8:30 pm I was going to Baluwatar, near Nagpokhari there were two boys who tried to take my picture. I said this to the policeman and I walked from there.","Taking pictures/ Distributing pictures, "
4334,I was in vegetable market. When a guy tried to take my picture. I scolded him back once I knew it.,"Taking pictures/ Distributing pictures, "
4335,The was middle aged man in Nepal Yatayat who touched my hand as well as tried to touch my private parts.,"Touching /Groping, "
4336,"There was one guy who was always in Jamal, who used to to whistle and tease us. He tried to follow us as well.","Catcalls/Whistles, Commenting, "
4337,Man showed his private part.,"Indecent exposure, Poor / No Street Lighting, "
4338,"While going home from office in Bafal, there were group of boys who always passed bad comments.","Commenting, "
4339,"My niece got messages from her school teacher on FB which are dirty, sexual and vulgar.","Others, "
4340,"On my first day of work, there was introduction where one of my fellow co worker stared at me continuously as if he gonna rape me. It was embarrassing.","Ogling/Facial Expressions/Staring, "
4341,"I work in school, there my colleagues passed unwanted comments on me.","Commenting, "
4342,I was traveling by bus when a old man who sat next to me touched me in my sensible part. I scolded him and he drop off the bus.,"Touching /Groping, "
4343,I was waiting for my friend in kingsway. There came a man in a motorbike and asked me &quot;lets go&quot;. At that time I didn't knew that it was sexual invite.,"Sexual Invites, "
4344,"While I was crossing the road, the motor biker shows dirty facial expression like giving flying kiss.","Others, "
4345,I was going to my class in the morning. There was a boy in the corner side of the road as I was walking towards him he was showing his genitals. I felt so awkward and didn't know how to react.,"Indecent exposure, "
4346,I was in Nepal telecom to pay bill with my sister. I felt urge to go toilet then I asked a guard there where the toilet was? He instructed me to the toilet and when I came out he was standing there just then he tried to catch me. I later complained it to the police and he was arrested.,"Others, "
4347,The bus was very pack. A man there came close to my sister and touched her.,"Touching /Groping, "
4348,I was proposed by one of my friend. I said no to him due to this he distributed my number to his friends and they started to text me. I blocked their number afterwards.,"Others, "
4349,Reports Submitted from safewatch,"Catcalls/Whistles, "
4350,I was returning home in micro bus which was full. At that time one middle aged man touched me in my thigh.,"Touching /Groping, "
4351,When I was waiting for bus some boys stared for quite long time. It made me uncomfortable.,"Ogling/Facial Expressions/Staring, "
4352,When we went shopping for sari there the shopkeeper touched my sister in an inappropriate way when he was helping her with sari.,"Touching /Groping, "
4353,I was in the bus one man touched my back of quite a long time. I was so nervous that I was not able to do any thing.,"Touching /Groping, "
4354,In our school one of our health teacher used to touch the students in inappropriate way.,"Touching /Groping, "
4355,When I was going to school there were group of boys they started to tease me and started laughing. I walked quickly from the area to avoid it.,"Commenting, "
4356,When I was walking one man passed the comment to me and tried to touch me. I walked faster after that.,"Commenting, "
4357,When I was walking on the way of Gumtai Chowk. Some boys passed me comment &quot;you look beautiful&quot; as well as whistled at me.,"Catcalls/Whistles, "
4358,When I was walking in the street there were group of boys who followed  me as well as commented me with vulgar words.,"Stalking, Commenting, "
4359,I was going my home after finishing class. There were some boys who passed comments and whistled me while passing through them.,"Catcalls/Whistles, Commenting, "
4360,I am nursing student there came a guy and tease me saying are you walking alone? How are you?,"Ogling/Facial Expressions/Staring, Commenting, "
4361,"Me and my friend was returning from school. Then three boys started following us, passed comments as well as they tried to take our picture.","Stalking, Taking pictures/ Distributing pictures, Commenting, "
4362,One of my girl mate was harassed by her friend who used to touch her body in inconvenient way.,"Touching /Groping, "
4363,There were a group of boys who used to tease me and my friends passing different comment.,"Commenting, "
4364,My school name is JP High school. There was one health teacher who used to rub our back and some time he used to take the hand up to waist line. At that time we didn't know that it was harassment. Even though we talked about it with our female teacher but they also did not do anything.,"Touching /Groping, "
4365,"The incident took place in my village where 16 year old girl was first verbally harassed by the boy and at last he raped her while the girl was out in the forest, collecting fodders.","Ogling/Facial Expressions/Staring, Commenting, Rape / Sexual Assault, "
4366,When I was traveling in bus the man of mid age tried to touch me and stared for quite a long time.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
4367,"When I was returning from my college. There used to be group of boys in tea shop smoking, they used to tease me by commenting sexy, beautiful. As well as they used to whistle at me.","Catcalls/Whistles, Commenting, "
4368,"Bus stop in Chabhil, I faced whistling by people waiting and passing by that area as I walk through that way.","Catcalls/Whistles, "
4369,There used to be the group of boys in the street which I have to cross daily. They used to tease me by singing and whistling.,"Catcalls/Whistles, Commenting, "
4370,"When I was standing in bus stop, some unknown boys tried to take my picture.","Taking pictures/ Distributing pictures, "
4371,One of my classmate in tuition class took my pictures without my knowledge. Later when I looked his phone I found my pictures of mine.,"Taking pictures/ Distributing pictures, "
4372,One man standing near me tried to to touch me pretending as if he was checking his pocket. I exchanged my seat with my friend then he went little bit far.,"Touching /Groping, "
4373,I have faced difficulties many times while passing group of boys as they teased me giving various name as well as whistling at me.,"Catcalls/Whistles, Commenting, "
4374,"I was in micro bus, as there was no seat I had to stand. The conductor of the micro bus touched my back and it was making me uncomfortable.","Touching /Groping, "
4375,When I was going to my college one old man of my dad's age whistled me.,"Catcalls/Whistles, "
4376,it was in white  micro. i was staning to the near to the door n one young gal came inside of that micro but thre was enough space..n vacant seat was thre but she refues to seat n stand near to me n try close me n i feel uncomfortable n stop that micro n left that micro .,"Indecent exposure, "
4377,while i was waliking in the street . the polices were staring to the girl and gossip about the nonsense abt tht girl.,"Commenting, "
4378,"once while travellingin bus ,as i was on the bus to visit my relatives .one person frm the bus try to talk with me n try to come close to me n try to touch me so i shouted at him n told him to got off from that bus.","Touching /Groping, "
4379,one day my aunt was returniec frm office .. shaunt e found one gal was fallowed by one guy frm many days so she was scraed n my aunt help her n souted that guy,"Stalking, "
4380,once while i was walking in the road .....group of boys are thre n saying many things n ....bautiful sexy .....i feel so bad n feel un safe.,"Commenting, "
4381,when my friend was travelling through the public bus to the college.she was harrashed by one boy in the bus.the boy was trying to touch her n she feels  uncomfortable n she used to safty pin n poked him.then he ran awyfrom her side.,"Touching /Groping, "
4382,its three months ago ......i was at ratna  park i was waiting for bus i was stnding n groups of guys came n straning at me constenly n try to smoke thre  so i chnge that place n went.......walk for a while,"Ogling/Facial Expressions/Staring, "
4383,while goning home frm ktm to baglung i was in the bus ...thre was one 40-45 yr old guy next to me at our seat while turning point at road that guy try to touch me n my body parts ... he did two three times so i screeemed abt its n  other pax support me n every one force him to leave that bus.,"Touching /Groping, "
4384,They tell us that they are waiting for us to finish our primary education faster.,"Commenting, "
4385,They say that we go to school for nothing and instead wasting our parents money,"Commenting, "
4386,They say that we go to school for nothing and instead wasting our parents money,"Commenting, "
4387,they call us and tell us that they will buy for us anything we want,"Catcalls/Whistles, Sexual Invites, "
4388,they say that they will go and launch with us inside the hotel,"Sexual Invites, "
4389,when we walk they look at our butocks and say that &quot;tumetosha mboga&quot;,"Commenting, Ogling/Facial Expressions/Staring, "
4390,when we walk they look at our butocks and say that &quot;tumetosha mboga&quot;,"Commenting, Ogling/Facial Expressions/Staring, "
4391,when we walk they look at our butocks and say that &quot;tumetosha mboga&quot;,"Commenting, Ogling/Facial Expressions/Staring, "
4392,they comment on our fashion.,"Commenting, "
4393,they coment on our fashion,"Commenting, "
4394,They attempt to touch girls breasts,"Touching /Groping, "
4395,They attempt to touch girls breasts,"Touching /Groping, "
4396,They attempt to touch girls breasts,"Touching /Groping, "
4397,I was going to school when I met a man forcing a girl to smoke bhang so that he would have sex with the girl,"Sexual Invites, "
4398,there are some girls who were being winked at and started feeling they are loved,"Ogling/Facial Expressions/Staring, "
4399,a girl was being cheated to sleep with an adult but she did not want,"Sexual Invites, "
4400,a girl ran away from home to go and sleep out with men,"Sexual Invites, "
4401,"I was sent to laini saba to buy food and I met a man urnating, he stood before me with his private parts out","Indecent exposure, "
4402,I was heading home and I met a boy who winked at me and I abused him then he also abused me,"Ogling/Facial Expressions/Staring, "
4403,there was this girl who was walking and she was told by some men that she is walking as if the world is coming to an end,"Commenting, "
4404,it was raining heavily and there were no vehicles at the bus station. a personal car stopped at the stage and the driver told two girls to board the car. They were taken to karura forest and raped,"Rape / Sexual Assault, "
4405,I was at olympic stage waiting for a bus and the men idling there started calling me and telling me to come sah  hi,"Catcalls/Whistles, "
4406,we were passing with my friend along kibera drive and some men idling around started calling us and whistling,"Catcalls/Whistles, "
4407,I was heading home and a stranger spanked me and passed as if he had not done anything wrong. I felt bad and couldn’t do anything,"Touching /Groping, "
4408,she had been sent to the shop when two boys whistled at her and when she turned back they told her shes hot,"Catcalls/Whistles, Commenting, "
4409,her classmate told her that she has moved even with her neighbours buttocks,"Commenting, "
4410,she was on her way to town when she realised that her neighbour had followed her from kibera to her place of work.,"Stalking, "
4411,I was standing when a neighbour spanked me.,"Touching /Groping, "
4412,I was waiting for a bus on my way to college and a man came close to me and touched my breast and started saying your breast are beautiful,"Touching /Groping, "
4413,I saw another man touching a woman on her buttocks,"Touching /Groping, "
4414,my mother sent me at night and there were other boys who were greeting me and I refused to answer them and they started touching my breast,"Touching /Groping, "
4415,some boys whistled at me on my way from school,"Catcalls/Whistles, "
4416,I was passing by and then some men started calling me and telling me im beautiful,"Catcalls/Whistles, Commenting, "
4417,two men called my friend and when she went there they gave her some money,"Sexual Invites, "
4418,he whistled at me then he called me and I assumed,"Catcalls/Whistles, "
4419,young boys and girls were sexually abused at undugu grounds in the bushy area of nairobi dam by youths who were high on drugs. This usually happens oftenly despite the area having a policepost at the gate of undugu school,"Rape / Sexual Assault, "
4420,an uncle to a minor defiled her at their home in lindi village near crying stone bar,"Rape / Sexual Assault, "
4421,"a neighbour forcefully drugged a girl to his house, locked her and sexually assaulted her","Rape / Sexual Assault, "
4422,a girl was gangraped by several boys along the river down kibera south dispensary at the plantations along the river,"Rape / Sexual Assault, "
4423,a girl wa being chased and followed by several boys around the legion maria church area on her way to the shop at around 7.30pm,"Stalking, "
4424,a 9year old school girl of shadrack kimalel was found injured and bleeding behind lindi friends church in lindi village after being defiled and left at the scene,"Rape / Sexual Assault, "
4425,pupils of st john primary school in silanga are being forced by some boys at silanga and taken to the bush of nairobi dam and being sexually abused,"Rape / Sexual Assault, "
4426,several girls at siloam in silanga are staying in this rescue centre with no security. Most of them are being exploited to sexual activities and other forms of abuse leading to early pregnancies,"Sexual Invites, "
4427,"some group of idle boys sit at usalama bridge that connects lindi and laini saba harassing, chasing and even sexually abusing girls on their way to school","Others, "
4428,theres this boy who wanted me to be his girlfriend and I refused. One day as I was passing by he approached me and told me that he has gotten another girl who is more beautiful than me,"Commenting, "
4429,there is this man who is known for disturbing girls. One day I was sent to the market by my mother around 1pm and I met this man on my way and he forced me to stand with him and I refused then he touched my breasts,"Touching /Groping, "
4430,there is this boy who keeps following me at night asking me if he can escort me to the shop,"Stalking, "
4431,the uncle wanted to kiss her and promised to buy her anything she needs,"Sexual Invites, "
4432,when I went to visit my friend I found her brother and he told me to sit and he came and removed his belt and wanted to rape me but he did not succeed,"Others, "
4433,our neighbour sent me to the shop and when I came back he gave me soda to drink and later gave me 200shillings and promised to do anything for me as long as I became his fiance,"Sexual Invites, "
4434,while I was going to my brothers meeting while I was walking other boys were calling me,"Catcalls/Whistles, "
4435,my mother sent me to her friends place and when I reached there I did not find her but I found her husband he told me to wait for her and he removed his clothes and put on a towel ans came close to me and kissed me,"Others, "
4436,a girl was coming from school and she met a man who was driving. The man called her and promised to buy her anything she needed and even gave her his contacts,"Sexual Invites, "
4437,my mother sent me to the shop at night and when I was on my way I met an old man who tried to kiss me but he did not succeed,"Others, "
4438,my father sent me to the shop and the shopkeeper told me to enter and help him carry a packet of milk into his sitting room. He then tried to rape me but his son knocked the door and that saved me,"Others, "
4439,"one day a girl was sent away from home and she was sleeping at the corridor but a man who pretended to help her took her away to his home. In the middle of the night, he started touching her and raped her. This man also gave her money","Rape / Sexual Assault, "
4440,I was going to fetch water near our home and a white man came and pulled me while touching my breast but I managed to escape,"Touching /Groping, "
4441,I was touched by a man who was drunk and he attempted to rape me but I managed to escape,"Touching /Groping, "
4442,the girl stays with her step mother and her father. The father brought his brother of 12years who always rapes the girl at night because she sleeps down and te boy sleeps on the chair.,"Rape / Sexual Assault, "
4443,I was passing at a corridor near our building and there was also a man there passing. He stopped walking and I thought he was giving me way but when I reached near him he opened his arms widely to hug me but I refused then he abused me saying that I am stupid and an idiot,"Commenting, "
4444,some boys were staring at girls who had their skirts zips open,"Ogling/Facial Expressions/Staring, "
4445,there was a man who was pretending to be drunk and started touching girl's private parts and he claims that he does not know what he is doing,"Touching /Groping, "
4446,men wink at us when we pass throuh that route,"Ogling/Facial Expressions/Staring, "
4447,a matatu tout started touching the breast of a pregnant mother while she was boarding the matatu,"Touching /Groping, "
4448,"I was walking by the roadside when a man whistled and when I looked he showed me his tongue, I clicked at him and continued walking","Ogling/Facial Expressions/Staring, Catcalls/Whistles, "
4449,A man stepped on my feet and did not even say sorry but just smiled funnily at me but I assumed.,"Ogling/Facial Expressions/Staring, "
4450,A man told a girl that she should go see him because he wanted to touch her,"Sexual Invites, "
4451,on our way to music festival we saw a man removing his private parts and squeezing it,"Indecent exposure, "
4452,men wink at us when we pass throuh that route,"Ogling/Facial Expressions/Staring, "
4453,When you pass at darajani the men call you and wink at you then they tell you you are enough for them.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
4454,"When passing at Toi market, some men follow you up to where you are going","Stalking, Rape / Sexual Assault, "
4455,"When you pass where that man is, he removes his trousers and shows people his private parts","Indecent exposure, "
4456,"When you pass at Darajani, there are men who usually follow you and if you tell them to stop they abuse you or beat you","Stalking, "
4457,I was walking on the way and then some guys started saying &quot;kiss kiss&quot; come we talk and this made me uncomfortable,"Commenting, "
4458,I met some men on my way to school and they started talking about me saying that I am beautiful and have good breasts,"Commenting, "
4459,men usually call us when we pass through darajani,"Catcalls/Whistles, "
4460,some boys like spanking girls and abusing them while passing on the way in our school during the day at lunch time,"Touching /Groping, "
4461,"my classmate likes following girls especially when we are going home and if we tell the teacher, she does nothing about it","Stalking, "
4462,a girl was raped last week at night by a stranger when she was coming from school heading home,"Rape / Sexual Assault, "
4463,she was occasionally seduced by his dad but one time when his father tried to rape her she decided to scream and he tied  her mouth and raped her.,"Rape / Sexual Assault, "
4464,some men were following me from school upto our house and told me that they will take me away,"Stalking, "
4465,he told me that I am boasting and I am shapeles,"Commenting, "
4466,some men were smoking bhang and they strated whistling and I was uncomfortable,"Catcalls/Whistles, "
4467,I was passing by and some men started talking about me and staring at me,"Commenting, Ogling/Facial Expressions/Staring, "
4468,I was heading home from school and I saw a group of men sitting inside the kiosk. There was a girl who was being whistled at by the men. I passed there and I was whistled at and felt very uncomfortable,"Catcalls/Whistles, "
4469,a girl was coming from school heading home when she was called for a sweet by a man and she went. She was then raped by the man. This man called me one day and I ran a way,"Sexual Invites, Rape / Sexual Assault, "
4470,some men were following me and forced me to give them my number and I gave them my mothers number,"Stalking, "
4471,my friend was passing by mashimoni area and men who normally sit in a kiosk near the railway chewing mirror were caling and whistling at her,"Catcalls/Whistles, "
4472,a young girl of 12 years was raped by the stepfather of 58 years while the mother had gone to work,"Rape / Sexual Assault, "
4473,my nephew who is 11 years was raped by his mums house help of 23 years while his mum had gone to work.,"Rape / Sexual Assault, "
4474,a small girl aged 7 years was raped by an old man of 57 years early in the morning as the mother had left her in the house,"Rape / Sexual Assault, "
4475,an old man of 52 yearscalled a young girl of 8 years to his house and raped her. Her mother reported the case and the man was arested and he is serving a jail term,"Rape / Sexual Assault, "
4476,"my neighbours had left their child in the house in the evening,someone got into the house and raped her","Rape / Sexual Assault, "
4477,a boy tried touching another girls private part,"Touching /Groping, "
4478,he tried to force her to have sex with him,"Others, "
4479,she was sexually abused by her boyfriend,"Rape / Sexual Assault, "
4480,on my way I met my ex boyfriend he forced me to get back with him but I refused. He removed my cloths and started touching my breasts,"Touching /Groping, "
4481,some boys always follow the girls upto their homes and the girls do not realize they are being followed,"Stalking, "
4482,The boys started calling me while passing on the road,"Catcalls/Whistles, "
4483,There are some boys always following me while I am going home after school,"Stalking, "
4484,Boys always call girls but if you refuse to go or reply to them they satrt following you,"Catcalls/Whistles, Stalking, "
4485,Lucy a physically diasbled child assaulted by the step-mother get physical injuries the child was rescued and taken to a safe house,"Others, "
4486,there is a boy who lied to me and took me to his friend and he slept with me for 3 days until my mum complained and that is when he threw me out of his house at night,"Rape / Sexual Assault, "
4487,"The girl called brenda is a 6 years old and she is abnormal, there is a man who always rape her","Rape / Sexual Assault, "
4488,while boarding a matatu a man touched my waist squeezing himself inside the matatu. I asked him why he was touching me and he said he was supporting himself and was supporting himself. He was not sorry about it,"Touching /Groping, "
4489,"I went to the shop at night and while standing buying my food stuff, a man touched my behind with his two hands and when I tiurned to ask him what he is doing he denied touching me and walked away quickly withought buying a thing from the shop","Touching /Groping, "
4490,A man saw me passing going to the NYS toilets near our building and he decided to urinate on the wall of the toilet. I assumed him and just passed.,"Indecent exposure, "
4491,I was walking and a man whistled at me. When I looked back he made weird expressions but I ignored.,"Catcalls/Whistles, "
4492,I was passing by two men and one of them removed his private part to urinate by the side of the road without caring who is passing by.,"Indecent exposure, "
4493,My neighbour called me to repair for him his torn cloth. When I went to take it as I was leaving he caught my shoulders with his two hands in a suggestive manner and I felt scared and jumped and ran away,"Touching /Groping, "
4494,"I was walking by the roadside when a man whistled and when I looked he showed me his tongue, I clicked at him and continued walking","Catcalls/Whistles, "
4495,I was walking by the olympic road and some men were idling outside a movie shop they were staring at some girls passing and when I passed there they as well pstared at me.,"Ogling/Facial Expressions/Staring, "
4496,I was walking at kisumu ndogo and some men who usually idle besids the railway line were string at me and this made me uncomfortable,"Ogling/Facial Expressions/Staring, "
4497,I was walking towards olympic stage to take a bus and some men working in a welding shop strted talking in low tones and they all turned and looked at me.,"Ogling/Facial Expressions/Staring, "
4498,I was at makina stage and two high school girls were walking from school to home a boy was running towards them and finally approached them and started talking to them but they did not want. He was insisting on touching their hands to talk to them but they walked faster and he gave up.,"Stalking, "
4499,I was passing at the railway line with my friend and a man passed by us and stared at me eye to eye. While turning back he was still looking at me till I feared.,"Ogling/Facial Expressions/Staring, "
4500,I was in the matatu at karanja stage and saw the tout and his friends calling a lady selling clothes there and when she ignored they started making fun of her,"Catcalls/Whistles, Commenting, "
4501,I was walking at kianda and some men were idling outside a shop and they were calling girls who were passing by.,"Catcalls/Whistles, "
4502,I was walking from the stage and some men were standing on the road. Two girls passed by and they started looking at them and discussing them.,"Ogling/Facial Expressions/Staring, "
4503,A man standing beside me in the bus (Nepal Yatayat) tried to touch my hand. I felt uncomfortable about it.,"Touching /Groping, "
4504,The conductor started to stare continuously and tried to touch my hand.,"Touching /Groping, "
4505,"After my school was over, I was with my friends in Hatigauda area where some boy took our photos.","Taking pictures/ Distributing pictures, "
4506,"I was on the bus, there were group of boys and they started commenting me that you look pretty. I ignored it but they started to tease me by asking my number.","Commenting, "
4507,"I was going to my aunt house alone by bus. The came a man and started talking to me, I ignored at first but he talked to me rudely. I complained to one aunt in the bus about it and she scolded him.","Commenting, "
4508,When I was returning my home after finishing my class. I was in queue to get on the micro bus and there was a girl opposite to me just then a young man tried to touch her on the breast.,"Touching /Groping, "
4509,I was in last seat a man sitting beside me tried touch me. At first I thought he did it mistakenly but the touching was happening repeatedly. I began to feel uncomfortable so I scolded him. The man felt ashamed and got out of the bus.,"Touching /Groping, "
4510,"The incident took place when I was in college. While passing through the corridors group of boys, they used to pass comments and tease. This situation discouraged me to walk through the corridor.","Commenting, "
4511,While I was studying in class 8 one of my teacher proposed me with ill intention although he was married. I told my mom and she reported to principal. Later the school took the action against him by firing him.,"Commenting, Stalking, "
4512,He was touching body parts of the girls and was pushing her. The incident took place in the public bus. I shouted at him for what he was doing as it was necessary to speak.,"Touching /Groping, "
4513,A man commented on my appearence and inditacted sexual invites while doing so,"Catcalls/Whistles, Commenting, Sexual Invites, "
4514,A man was making inappropriate actions to me,"Sexual Invites, "
4515,3-4 boys shout at me and my friend on the train platform in inappropriate manners,"Catcalls/Whistles, "
4516,2-3 men touched me inappropriately on the street,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Touching /Groping, "
4517,A man sexually harassed me,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Touching /Groping, "
4518,A man first commented on my passing and then touched me inappropriately,"Catcalls/Whistles, Commenting, Touching /Groping, "
4519,A man touched me inappropriately but i moved away immediately.,"Touching /Groping, "
4520,A friend was sexually molested and touched inappropriately,"Touching /Groping, Rape / Sexual Assault, "
4521,"A man brushed his hand by my waist as he passed and made it seem normal, but the way he touched me didnt feel normal","Touching /Groping, "
4522,There were a few men staring at me and there was poor street lighting,"Poor / No Street Lighting, "
4523,"A man was trying to click pictures of me,","Taking pictures/ Distributing pictures, "
4524,A neighbour tried to kiss me and acted as though it was normal to do so,"Touching /Groping, "
4525,A man groped me in public,"Catcalls/Whistles, Commenting, Touching /Groping, "
4526,A man was tried to grope me in the train station,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Touching /Groping, Indecent exposure, "
4527,I was sexually harassed at a public place,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Touching /Groping, North East India Report, "
4528,Harrasser was passing by and commented while i was boarding train,"Catcalls/Whistles, Commenting, North East India Report, "
4529,In the bus,"Commenting, "
4530,A man tried to give me signals in an inappropriate manner,"Sexual Invites, "
4531,"A man was staring at me one night, i think he was drunk","Commenting, "
4532,A man was whistling and commenting on me.,"Commenting, "
4533,A man was whistling out to me.,"Catcalls/Whistles, "
